Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
2025-09-30 14:30:00+00:00,729.1400146484375,735.409912109375,728.2100219726562,732.6099853515625,1134276,218.91000366210938,219.74000549316406,218.625,218.7449951171875,3893057,240.5399932861328,242.00999450683594,240.0,240.22999572753906,1612529,254.91000366210938,255.6750030517578,253.82009887695312,254.22000122070312,2465164,1182.970947265625,1190.3699951171875,1179.875,1188.25,253120
2025-09-30 15:30:00+00:00,732.4400024414062,735.6799926757812,732.400390625,734.1900024414062,860168,218.73500061035156,219.5399932861328,218.6300048828125,219.3300018310547,2497936,240.22000122070312,242.22999572753906,240.02000427246094,241.83999633789062,1214548,254.2100067138672,254.97000122070312,254.16009521484375,254.53509521484375,1531480,1188.4200439453125,1192.8499755859375,1187.0899658203125,1188.7249755859375,139930
2025-09-30 16:30:00+00:00,734.2625122070312,734.4199829101562,727.5700073242188,728.3499755859375,729726,219.3300018310547,219.5399932861328,218.69500732421875,219.25999450683594,2002183,241.8699951171875,242.44000244140625,241.22000122070312,241.57000732421875,1006183,254.55059814453125,254.6699981689453,253.31170654296875,253.73500061035156,1623333,1188.969970703125,1190.85986328125,1184.199951171875,1186.1500244140625,165099
2025-09-30 17:30:00+00:00,728.25,732.77001953125,727.8099975585938,731.0,586561,219.25,219.30999755859375,218.6699981689453,219.24949645996094,1935636,241.55999755859375,242.02000427246094,241.25999450683594,241.69000244140625,725820,253.75999450683594,253.99000549316406,253.11000061035156,253.33999633789062,1664288,1185.7200927734375,1192.719970703125,1184.9000244140625,1191.6650390625,123599
2025-09-30 18:30:00+00:00,731.0399780273438,733.6099853515625,730.5800170898438,733.4000244140625,616402,219.22000122070312,219.61500549316406,219.02499389648438,219.5968017578125,2072056,241.69000244140625,243.14979553222656,241.6300048828125,243.07000732421875,881911,253.33999633789062,254.24000549316406,253.27099609375,253.9499969482422,2061307,1191.8299560546875,1195.25,1189.4300537109375,1195.239990234375,221456
2025-09-30 19:30:00+00:00,733.3300170898438,737.1199951171875,731.8250122070312,734.6199951171875,1462520,219.59500122070312,220.19000244140625,219.2899932861328,219.55999755859375,3220628,243.0399932861328,243.6750030517578,242.86000061035156,243.5500030517578,1234361,253.9600067138672,255.17999267578125,253.80999755859375,254.55999755859375,3030681,1195.0400390625,1199.739990234375,1193.5001220703125,1199.030029296875,304696
2025-10-01 13:30:00+00:00,720.0,721.8499145507812,710.2000122070312,715.52001953125,4819283,217.0,220.1999969482422,216.97999572753906,219.42999267578125,7551407,240.0,242.35940551757812,239.1999969482422,241.38999938964844,3209773,255.25,258.7900085449219,255.0500030517578,256.1614074707031,9677443,1168.0,1178.4749755859375,1163.2099609375,1176.47998046875,770808
2025-10-01 14:30:00+00:00,715.5800170898438,717.239990234375,713.6528930664062,715.3599853515625,1607536,219.4405975341797,219.97000122070312,218.88999938964844,219.2386932373047,3122450,241.4199981689453,241.77000427246094,240.5,241.42999267578125,4217990,256.17999267578125,256.2590026855469,255.10000610351562,255.52450561523438,2972074,1177.2950439453125,1179.0,1165.300048828125,1168.3800048828125,391377
2025-10-01 15:30:00+00:00,715.39501953125,718.239990234375,712.7000122070312,717.875,1616771,219.25,221.49000549316406,219.24000549316406,221.14999389648438,3695768,241.42999267578125,244.1199951171875,241.4149932861328,243.7899932861328,0,255.5301055908203,256.9200134277344,255.50999450683594,256.1600036621094,2338742,1168.5150146484375,1170.9898681640625,1167.0,1168.4000244140625,266844
2025-10-01 16:30:00+00:00,717.8699951171875,721.25,717.0750122070312,721.1199951171875,1024939,221.16000366210938,222.05499267578125,220.86000061035156,221.5399932861328,2567744,243.8300018310547,244.9499969482422,243.8300018310547,244.77999877929688,1183075,256.1636047363281,256.8298034667969,255.85499572753906,256.1404113769531,1826687,1168.0999755859375,1176.0,1168.0999755859375,1175.2950439453125,214963
2025-10-01 17:30:00+00:00,721.0599975585938,721.4000244140625,716.8300170898438,718.780029296875,6169554,221.5399932861328,222.14999389648438,221.30999755859375,221.9600067138672,10884248,244.77000427246094,245.74000549316406,243.89999389648438,245.67999267578125,5133547,256.1650085449219,256.6859130859375,256.05999755859375,256.4849853515625,10115926,1174.91015625,1177.2099609375,1171.4599609375,1175.4000244140625,1222900
2025-10-01 18:30:00+00:00,718.719970703125,721.2750244140625,717.6500244140625,719.2999877929688,1428818,221.9550018310547,222.0399932861328,220.72000122070312,220.875,3702188,245.69000244140625,246.77000427246094,245.5749969482422,246.7100067138672,3106851,256.4800109863281,256.94000244140625,255.8699951171875,255.94000244140625,2751615,1175.4139404296875,1176.2850341796875,1170.010009765625,1170.510009765625,345493
2025-10-01 19:30:00+00:00,719.3162841796875,719.530029296875,716.380126953125,717.3300170898438,1648270,220.8800048828125,220.8800048828125,219.93099975585938,220.60000610351562,4067006,246.6999969482422,247.14999389648438,245.3300018310547,245.5399932861328,4218979,255.94000244140625,256.1400146484375,255.27999877929688,255.41000366210938,4879162,1170.7900390625,1171.8199462890625,1166.6400146484375,1170.8900146484375,491709
2025-10-02 13:30:00+00:00,722.625,727.77001953125,720.1500244140625,721.9099731445312,3508021,220.9499969482422,221.22999572753906,218.94900512695312,220.69009399414062,10966738,245.63999938964844,247.63499450683594,244.72999572753906,246.0,3934946,256.5899963378906,257.29998779296875,254.14999389648438,256.2200927734375,11570169,1161.3800048828125,1161.5849609375,1134.0,1141.0350341796875,1856805
2025-10-02 14:30:00+00:00,722.0,722.9400024414062,718.9838256835938,719.9000244140625,1320266,220.69500732421875,220.83999633789062,219.8800048828125,220.52999877929688,4717217,246.0050048828125,246.5019989013672,243.10499572753906,244.53399658203125,3536663,256.2300109863281,257.6400146484375,255.97000122070312,257.1650085449219,4800305,1140.655029296875,1153.7950439453125,1135.699951171875,1153.6400146484375,823368
2025-10-02 15:30:00+00:00,719.7100219726562,721.1199951171875,718.1400146484375,720.7100219726562,1033010,220.5,222.35499572753906,220.32000732421875,222.2899932861328,4589890,244.50999450683594,245.3350067138672,244.27000427246094,244.50999450683594,1435349,257.1499938964844,258.17999267578125,256.72100830078125,257.3450012207031,4388406,1154.0,1159.8900146484375,1153.1600341796875,1155.010009765625,546902
2025-10-02 16:30:00+00:00,720.8099975585938,724.6799926757812,720.2296142578125,724.5700073242188,865045,222.27999877929688,222.7100067138672,221.75999450683594,222.47000122070312,3852401,244.5050048828125,244.82000732421875,243.75,244.3699951171875,1098719,257.3450012207031,257.8226013183594,257.1138916015625,257.4100036621094,2290319,1155.0999755859375,1159.7498779296875,1153.0,1158.739990234375,246066
2025-10-02 17:30:00+00:00,724.5,726.89501953125,724.228515625,725.948974609375,1160011,222.47439575195312,222.80999755859375,221.94000244140625,221.97000122070312,3294106,244.35499572753906,245.1300048828125,244.1300048828125,245.1300048828125,1235442,257.3900146484375,257.9100036621094,257.0299987792969,257.8800048828125,2476632,1158.75,1162.35986328125,1157.110107421875,1161.083740234375,284237
2025-10-02 18:30:00+00:00,725.8599853515625,726.8900146484375,724.4199829101562,725.1799926757812,990564,221.97390747070312,222.36000061035156,221.7899932861328,221.9149932861328,3443377,245.125,245.72999572753906,244.85000610351562,245.5,1210001,257.8699951171875,258.1600036621094,257.375,257.510009765625,4612702,1160.7349853515625,1162.4300537109375,1159.0001220703125,1161.610107421875,227304
2025-10-02 19:30:00+00:00,725.1699829101562,727.2000122070312,724.7301025390625,727.0599975585938,1162541,221.91000366210938,222.5,221.3800048828125,222.41000366210938,4159541,245.50999450683594,246.44000244140625,244.24000549316406,246.44000244140625,3855616,257.510009765625,257.875,256.8800048828125,257.1400146484375,5100991,1161.956298828125,1163.219970703125,1160.0,1162.300048828125,343776
