Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
2025-12-01 19:30:00+00:00,316.239990234375,316.8346862792969,315.510009765625,316.71990966796875,1291824,234.16000366210938,234.55999755859375,233.52000427246094,234.4781951904297,2132741,642.2999877929688,642.3800048828125,639.260009765625,641.2349853515625,717898,280.8800048828125,281.94000244140625,280.7099914550781,281.9100036621094,2916696,108.5999984741211,109.18000030517578,108.44000244140625,109.05999755859375,1425883
2025-12-01 20:30:00+00:00,316.69000244140625,316.75,314.0400085449219,315.2300109863281,2541283,234.49000549316406,234.5500030517578,233.3300018310547,233.9499969482422,2877925,641.2650146484375,642.4000244140625,639.6599731445312,640.9099731445312,999967,281.9200134277344,283.4100036621094,281.7300109863281,283.32000732421875,5357873,109.05500030517578,109.33000183105469,108.73580169677734,109.19000244140625,2409885
2025-12-02 14:30:00+00:00,316.8999938964844,318.6000061035156,314.7070007324219,316.5769958496094,3727937,234.6300048828125,235.77000427246094,234.0399932861328,234.72000122070312,7353094,642.5850219726562,643.8790893554688,638.0700073242188,642.2525024414062,1873238,283.0,285.3089904785156,282.6300964355469,284.57000732421875,7878173,109.20500183105469,109.20999908447266,107.94999694824219,108.16500091552734,3856657
2025-12-02 15:30:00+00:00,316.5880126953125,318.4800109863281,314.2200012207031,314.860107421875,2203455,234.72000122070312,238.97000122070312,234.2100067138672,234.39010620117188,8194657,642.3200073242188,645.8499755859375,638.75,639.468994140625,1270310,284.5400085449219,287.3999938964844,284.1499938964844,285.5400085449219,6214915,108.16000366210938,108.62999725341797,107.81999969482422,107.92500305175781,1887054
2025-12-02 16:30:00+00:00,314.80999755859375,316.20001220703125,314.40008544921875,315.989990234375,1186186,234.39999389648438,236.39999389648438,233.5500030517578,236.19000244140625,4089566,639.25,645.6199951171875,638.2000122070312,644.8300170898438,848008,285.5400085449219,285.9999084472656,284.8299865722656,285.8699951171875,2847056,107.91999816894531,108.44999694824219,107.5199966430664,108.44999694824219,1634196
2025-12-02 17:30:00+00:00,316.010009765625,316.70001220703125,314.45001220703125,316.5,1275012,236.1999969482422,236.32000732421875,234.66600036621094,235.16000366210938,2161045,644.864013671875,646.8900146484375,642.9000244140625,645.8900146484375,709671,285.8800048828125,286.3399963378906,284.94000244140625,285.2149963378906,2725658,108.45999908447266,109.16999816894531,108.45149993896484,108.95999908447266,1377594
2025-12-02 18:30:00+00:00,316.42999267578125,317.2699890136719,316.05999755859375,316.8843078613281,777753,235.14999389648438,235.33999633789062,234.5399932861328,234.9821014404297,1748362,645.7999877929688,647.6699829101562,644.510009765625,646.239990234375,653026,285.20001220703125,286.1300048828125,285.0150146484375,285.625,2146948,108.95500183105469,109.45999908447266,108.76000213623047,109.31999969482422,1523039
2025-12-02 19:30:00+00:00,316.80999755859375,317.260009765625,315.739990234375,316.0,819999,234.97999572753906,235.5800018310547,234.75999450683594,235.5,1942265,646.0599975585938,647.3599243164062,645.5499877929688,647.0050048828125,608568,285.6000061035156,286.82000732421875,285.5801086425781,286.239990234375,2898388,109.31999969482422,109.62999725341797,109.2750015258789,109.54000091552734,1194338
2025-12-02 20:30:00+00:00,315.9599914550781,316.30999755859375,315.30999755859375,316.07000732421875,1187811,235.5,235.64999389648438,234.28500366210938,234.3699951171875,2719153,647.0399780273438,647.8699951171875,646.260009765625,647.0900268554688,882700,286.239990234375,286.6099853515625,285.7099914550781,286.2300109863281,3132652,109.54499816894531,109.7300033569336,109.16000366210938,109.33499908447266,1879108
2025-12-03 14:30:00+00:00,316.05999755859375,319.1600036621094,314.2799987792969,317.9150085449219,3546038,233.35000610351562,233.3800048828125,230.63999938964844,231.39999389648438,7330773,644.4099731445312,648.8499145507812,641.6118774414062,643.4041748046875,1590547,286.20001220703125,288.6099853515625,285.8999938964844,287.34051513671875,6627228,106.57499694824219,106.87000274658203,102.02999877929688,102.86499786376953,11991978
2025-12-03 15:30:00+00:00,317.8900146484375,320.44049072265625,317.4419860839844,319.5350036621094,2686121,231.3800048828125,233.19000244140625,231.0,232.18069458007812,3572833,643.2750244140625,644.8399047851562,641.8200073242188,642.5800170898438,944738,287.32000732421875,287.5899963378906,285.75,286.4100036621094,3581593,102.87000274658203,103.73999786376953,102.51000213623047,103.50499725341797,5459911
2025-12-03 16:30:00+00:00,319.510009765625,321.25,319.3949890136719,320.67999267578125,1901138,232.2100067138672,232.7899932861328,231.84500122070312,232.47000122070312,1757102,642.5499877929688,645.8300170898438,642.4949951171875,645.8233032226562,663862,286.4200134277344,286.82000732421875,285.5,286.385009765625,2126959,103.50499725341797,103.83999633789062,103.20999908447266,103.80000305175781,2795629
2025-12-03 17:30:00+00:00,320.6099853515625,321.8320007324219,320.20001220703125,321.5050048828125,1116778,232.47000122070312,232.63499450683594,231.89999389648438,231.9600067138672,1609332,645.77001953125,645.9199829101562,644.27001953125,644.7000122070312,408413,286.3500061035156,286.44000244140625,285.3399963378906,285.6792907714844,2127386,103.80000305175781,103.81999969482422,103.3499984741211,103.56500244140625,2449917
2025-12-03 18:30:00+00:00,321.6199951171875,322.0400085449219,320.82000732421875,320.8599853515625,1158009,231.97999572753906,232.4250030517578,231.8000030517578,231.92489624023438,1532776,644.614990234375,645.2999877929688,643.1838989257812,644.1849975585938,474190,285.67999267578125,285.94000244140625,284.8843078613281,285.2099914550781,1618603,103.56999969482422,103.66449737548828,103.08000183105469,103.39990234375,2592187
2025-12-03 19:30:00+00:00,320.8599853515625,321.79998779296875,320.3915100097656,321.7799987792969,962182,231.9199981689453,232.64999389648438,231.72999572753906,232.61000061035156,1899280,644.239990234375,645.3200073242188,643.8800048828125,644.1181030273438,551421,285.2300109863281,285.2499084472656,284.2749938964844,284.55499267578125,11158331,103.3949966430664,104.30999755859375,103.33999633789062,104.18499755859375,3564960
2025-12-03 20:30:00+00:00,321.739990234375,321.8070068359375,320.3699951171875,320.5400085449219,2631653,232.60000610351562,232.76499938964844,232.27000427246094,232.3699951171875,2574866,644.0349731445312,644.27001953125,638.5999755859375,639.739990234375,1310744,284.54998779296875,284.70001220703125,283.5400085449219,284.1499938964844,0,104.18000030517578,104.27999877929688,103.5999984741211,103.97000122070312,4121724
